file_name,angle_nge2,angle_nge1,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10
FX84-175_98,70.3351,70.4154,70.5489,70.7533,71.7347,72.8468,74.0722,75.3406,76.7678,77.9876,79.0134,79.619,79.5364
FX84-175_99,69.9083,69.9015,70.078,70.3526,71.3999,72.5809,73.8484,75.1832,76.5335,77.6618,78.6511,79.169,78.8063
FX84-175_100,70.1628,70.2039,70.3436,70.5768,71.5771,72.6938,73.9899,75.3763,76.6551,77.7711,78.6849,79.0466,78.5741
FX84-175_101,69.5738,69.5178,69.606,69.7579,70.6825,71.728,72.895,74.2835,75.8766,77.9541,79.8039,80.1874,79.4253
FX84-175_102,69.858,69.845,69.9344,70.1597,71.1428,72.2886,73.5488,74.8413,76.1522,77.1573,78.0002,78.2371,77.6586
FX84-175_103,69.9527,69.9612,70.0669,70.2469,71.2119,72.3097,73.4852,74.8015,76.1918,77.8163,79.5371,80.4079,79.981
FX84-175_104,69.9434,69.9682,70.0929,70.2872,71.2715,72.3896,73.6169,74.9328,76.3582,77.6708,79.0213,79.7345,79.4431
FX84-175_105,70.1289,70.1445,70.269,70.4648,71.4798,72.6133,73.8441,75.1815,76.5044,78.1716,79.6346,80.6108,80.195
FX84-175_106,69.7627,69.7388,69.7982,69.9385,70.8359,71.8735,73.0102,74.2499,75.753,78.4494,80.5292,80.9262,80.0574
FX84-175_107,70.9618,71.1193,71.3674,71.7125,72.9589,74.2815,75.6751,77.0007,78.1326,79.2094,79.7824,79.8468,79.2532
FX84-175_108,70.1223,70.1786,70.3146,70.5182,71.4838,72.5781,73.8389,75.2126,76.5653,77.7517,78.8016,79.322,78.9961
FX84-175_109,69.8724,69.849,69.9736,70.1781,71.161,72.3218,73.5975,74.9141,76.1953,77.2976,78.2363,78.5048,77.9616
FX84-175_110,69.7338,69.6967,69.8248,70.0478,71.0885,72.229,73.4793,74.9586,76.2802,77.5476,78.8889,79.5542,79.0523
FX84-175_111,69.4404,69.3659,69.4661,69.6256,70.5692,71.6246,72.8315,74.1891,76.0885,78.8133,80.3656,80.4167,79.5356
FX84-175_112,69.311,69.2549,69.347,69.5179,70.4567,71.4902,72.6757,74.1841,75.6923,77.6868,79.2582,79.4158,78.6526
FX84-175_113,69.754,69.7589,69.9184,70.1973,71.2258,72.4322,73.6923,74.9438,76.1098,76.9752,77.6139,77.7214,77.1003
FX84-175_114,69.9212,69.9035,70.0694,70.3078,71.406,72.56,73.8329,75.1198,76.5619,77.7715,78.8955,79.5251,79.1366
FX84-175_115,69.9148,69.8979,70.0565,70.2838,71.3382,72.5037,73.7587,75.0225,76.5777,77.8499,79.2084,79.8941,79.4876
FX84-175_116,69.2789,69.3538,69.5391,69.8138,70.8603,72.0063,73.2447,74.6985,76.0659,77.4087,78.7312,79.0759,78.3311
FX84-175_117,69.8072,69.7957,69.8861,70.0681,71.0173,72.1003,73.2613,74.565,76.1134,77.764,79.74,80.4324,79.8111
FX84-175_118,69.8492,69.8527,69.9518,70.1254,71.0596,72.1448,73.3098,74.5372,76.0161,78.0161,79.9672,80.7366,80.1258
FX84-175_119,70.7838,70.8969,71.1176,71.4203,72.5917,73.9133,75.2668,76.6143,77.8003,78.7193,79.2855,79.2795,78.5558
FX84-175_120,69.7102,69.73,69.9236,70.2197,71.256,72.4638,73.7411,74.978,76.1595,77.0409,77.6623,77.8138,77.1916
FX84-175_121,69.7147,69.6735,69.755,69.9261,70.8706,71.9593,73.1287,74.5346,75.906,77.328,78.8216,79.4838,78.9338
FX84-175_122,70.1747,70.2577,70.3898,70.5766,71.5755,72.7127,73.9764,75.2241,76.5814,78.0282,79.7448,80.7626,80.3706
FX84-175_123,69.8819,69.8887,69.9877,70.169,71.0978,72.1859,73.3965,74.7402,76.0834,77.446,78.8356,79.5205,79.192
FX84-175_124,69.4524,69.4316,69.5669,69.7791,70.7886,71.8931,73.08,74.5836,76.0912,77.8625,79.4544,79.7745,79.0015
FX84-175_125,69.6769,69.6357,69.7292,69.91,70.8705,71.9572,73.1219,74.4559,76.1059,78.1361,80.1698,80.5753,79.7851
FX84-175_126,70.192,70.2453,70.3934,70.6405,71.6858,72.8522,74.174,75.5458,76.8156,77.9154,78.7734,79.0893,78.6247
FX84-175_127,70.4518,70.5517,70.7831,71.0174,72.0635,73.3136,74.7049,75.9696,77.3158,78.536,79.6768,80.6625,80.5367
FX84-175_128,70.1497,70.1836,70.3164,70.5258,71.502,72.6019,73.8013,75.0226,76.477,77.8887,79.0682,80.0036,79.7673
FX84-175_129,69.7238,69.6825,69.843,70.0658,71.1006,72.2497,73.4626,74.8744,76.5027,78.4895,80.242,80.6338,79.8033
FX84-175_130,70.6017,70.6515,70.8027,71.0573,72.1136,73.3248,74.6643,75.9686,77.304,78.3007,79.0946,79.3365,78.9019
FX84-175_131,69.4122,69.3707,69.4908,69.6829,70.6848,71.7431,72.9582,74.4102,75.8814,77.5175,79.1239,79.4686,78.7677
FX84-175_132,69.7942,69.7759,69.8792,70.0735,71.0587,72.1815,73.3643,74.7357,76.2097,78.3277,80.2069,80.7643,80.0257
FX84-175_133,70.6895,70.827,71.0542,71.363,72.501,73.8238,75.1551,76.5326,77.7914,78.7465,79.406,79.5304,78.9244
FX84-175_134,69.4863,69.4185,69.5372,69.744,70.6724,71.7756,73.0033,74.3896,75.7607,77.1167,78.4758,78.9696,78.3779
FX84-175_135,69.6265,69.5784,69.6647,69.8342,70.7797,71.8498,73.0596,74.4332,75.8294,77.3509,78.7626,79.4139,78.8491
FX84-175_136,69.9878,70.0249,70.1384,70.3311,71.2514,72.3173,73.5387,74.867,76.1901,77.508,78.7707,79.4452,79.053
FX84-175_137,70.2015,70.2512,70.4,70.6288,71.6546,72.8396,74.1173,75.4504,76.8146,77.9268,78.8186,79.2908,78.957
FX84-175_138,69.6888,69.6998,69.9406,70.2038,71.2808,72.4922,73.7847,75.1726,76.3802,77.3956,78.2959,78.5632,78.0983
FX84-175_139,69.8544,69.8455,69.9271,70.0988,70.9969,72.0469,73.1827,74.4158,76.0001,77.7232,79.5588,80.4551,79.8688
FX84-175_140,69.4482,69.3966,69.4796,69.6433,70.5647,71.6196,72.8029,74.2934,75.8431,78.1162,79.7826,80.0293,79.2104
FX84-175_141,71.0671,71.201,71.4682,71.8871,73.0951,74.4036,75.8309,77.1973,78.2922,79.2255,79.8382,80.0555,79.9268
FX84-175_142,70.8362,71.0144,71.222,71.5125,72.6684,74.0056,75.3747,76.6748,77.7877,78.94,79.5738,79.717,79.2449
FX84-175_143,70.2002,70.2641,70.425,70.6628,71.6634,72.793,74.0096,75.2494,76.7098,77.9576,78.9335,79.6232,79.4323
FX84-175_144,69.8299,69.846,69.9101,70.0629,70.976,72.0401,73.1902,74.4174,75.8363,78.1748,80.2635,80.9372,80.1583
FX84-175_145,69.5797,69.5246,69.6234,69.8093,70.7824,71.8239,73.0473,74.4489,75.8514,77.38,78.9599,79.4421,78.8532
FX84-175_146,69.6828,69.6983,69.8972,70.1886,71.2771,72.4876,73.809,75.1607,76.3296,77.2917,78.0007,78.2343,77.6946
FX84-175_147,69.573,69.5148,69.6532,69.8577,70.8441,71.9658,73.2366,74.5702,75.8911,77.0905,78.1338,78.5011,77.9245
FX84-175_148,69.6029,69.618,69.7732,70.0245,71.0755,72.185,73.4205,74.9505,76.2438,77.6595,79.2288,79.7565,79.1357
FX84-175_149,70.1562,70.1917,70.3295,70.5387,71.5094,72.5997,73.7831,75.047,76.5322,77.8504,79.0135,79.7406,79.5204
FX84-175_150,69.5782,69.5241,69.6085,69.7725,70.726,71.8002,72.9582,74.3837,75.8097,77.4236,79.0813,79.6061,78.9248
FX84-175_151,69.458,69.3907,69.4694,69.6224,70.5349,71.5594,72.7357,74.0664,76.0213,78.6847,80.3035,80.3195,79.4626
FX84-175_152,70.0469,70.0713,70.1856,70.3898,71.3607,72.4668,73.7221,75.0988,76.4341,77.6416,78.8037,79.4923,79.154
FX84-175_153,69.4497,69.4386,69.6094,69.8283,70.8262,71.9507,73.1817,74.5425,75.902,77.1192,78.2755,78.6898,78.0716
FX84-175_154,69.7986,69.7611,69.8729,70.1174,71.1074,72.2815,73.5704,74.8736,76.1506,77.1895,77.9826,78.2506,77.6442
FX84-175_155,69.9411,69.9795,70.1361,70.4124,71.4751,72.6665,73.9877,75.3496,76.4809,77.4257,78.1134,78.2358,77.6249
FX84-175_156,69.8299,69.8083,69.9434,70.1381,71.1477,72.2939,73.5738,74.8738,76.1786,77.3011,78.2135,78.5465,78.0903
FX84-175_157,71.0168,71.1434,71.3849,71.7752,72.9865,74.2994,75.743,77.112,78.2303,79.2306,79.8702,80.1834,80.0028
FX84-175_158,69.6311,69.6042,69.7072,69.8891,70.8454,71.9304,73.1202,74.4821,76.056,77.9516,79.7533,80.2321,79.4986
FX84-175_159,69.7996,69.7772,69.8932,70.1347,71.117,72.2745,73.5533,74.8492,76.1426,77.2131,78.0558,78.3175,77.772
FX84-175_160,69.9129,69.9023,70.0146,70.1972,71.1306,72.2414,73.5055,74.8151,76.1399,77.3443,78.3294,78.7103,78.2152
FX84-175_161,69.5259,69.5584,69.7358,70.0028,71.0357,72.2134,73.4708,74.751,75.9194,76.799,77.4863,77.6509,77.0691
FX84-175_162,70.618,70.7495,70.972,71.2393,72.357,73.6573,74.9808,76.2255,77.4498,78.5345,79.4228,79.8867,79.6374
FX84-175_163,70.3492,70.4068,70.5783,70.8708,71.8924,73.111,74.4896,75.8405,77.0854,78.1541,78.859,79.0895,78.5353
FX84-175_164,69.5788,69.5233,69.6601,69.8752,70.8896,72.0468,73.2145,74.681,76.1604,77.842,79.4794,80.0016,79.2618
FX84-175_165,69.695,69.6629,69.7365,69.8937,70.8132,71.8685,73.0451,74.4127,75.7895,77.3621,79.045,79.6923,79.1639
FX84-175_166,70.2294,70.2997,70.4596,70.6922,71.6997,72.8384,74.1389,75.426,76.8414,77.9607,78.8772,79.3798,79.1319
FX84-175_167,70.0513,70.0919,70.2081,70.3945,71.3286,72.4046,73.6035,74.9445,76.3111,77.5886,78.7554,79.3172,78.9174
FX84-175_168,69.9884,70.013,70.139,70.3595,71.4044,72.5258,73.7858,75.1785,76.4849,77.6665,78.6612,79.2166,78.8765
FX84-175_169,69.1373,69.1731,69.2894,69.5274,70.4433,71.5219,72.707,74.2187,75.8768,77.8168,78.9671,79.0025,78.1848
FX84-175_170,70.1325,70.1353,70.2737,70.4834,71.4887,72.6039,73.838,75.1203,76.5509,77.7879,79.0124,79.7868,79.5921
FX84-175_171,69.6427,69.5971,69.736,69.9517,70.9581,72.1213,73.3692,74.6946,76.0237,77.1935,78.1769,78.5758,78.0266
FX84-175_172,69.4292,69.3483,69.4604,69.6617,70.6162,71.703,72.9926,74.3662,75.7381,77.0641,78.3386,78.7565,78.1493
FX84-175_173,69.8979,69.9135,70.064,70.2928,71.2901,72.3964,73.5769,74.946,76.3715,78.3434,80.2114,80.7688,79.9817
FX84-175_174,70.9249,71.0452,71.2709,71.5991,72.8025,74.1144,75.4722,76.8511,78.0738,78.9897,79.5936,79.645,78.9234
FX84-175_175,70.2748,70.3806,70.5701,70.831,71.8794,73.068,74.4043,75.6052,76.9781,78.2262,79.1446,79.7148,79.4933
FX84-175_176,69.7352,69.7083,69.8461,70.0976,71.1065,72.2895,73.5284,74.9668,76.2707,77.4527,78.587,79.1417,78.6593
FX84-175_177,69.1532,69.0892,69.171,69.3378,70.2451,71.2992,72.5222,74.0243,75.8757,78.3741,79.4516,79.3901,78.566
FX84-175_178,70.072,70.1166,70.2406,70.4395,71.3801,72.434,73.6258,75.0156,76.3071,77.5541,78.7524,79.4267,79.1561
FX84-175_179,69.3581,69.3304,69.4433,69.6766,70.601,71.703,72.9106,74.3095,75.7593,77.3171,78.7699,79.0939,78.3677
FX84-175_180,70.1403,70.2262,70.3944,70.6269,71.6229,72.7424,73.9791,75.3292,76.742,77.9183,78.8807,79.4144,79.1485
FX84-175_181,70.0018,70.0006,70.175,70.4455,71.5364,72.6974,74.0723,75.3291,76.6903,77.8003,78.7553,79.281,78.9477
FX84-175_182,70.1317,70.1772,70.3223,70.5313,71.5044,72.6138,73.867,75.2418,76.5971,77.7819,78.8258,79.3701,79.0188
FX84-175_183,69.2841,69.264,69.421,69.6417,70.6125,71.7451,73.0413,74.3982,75.7383,76.9271,78.0209,78.3446,77.6902
FX84-175_184,70.1435,70.178,70.2975,70.4919,71.4506,72.5495,73.7531,75.1487,76.5029,77.7246,78.7888,79.2876,78.8753
FX84-175_185,70.021,70.0501,70.151,70.3251,71.2384,72.2874,73.4769,74.7879,76.1393,77.4934,78.7273,79.3726,78.961
FX84-175_186,69.5014,69.4408,69.5801,69.793,70.7745,71.8993,73.1815,74.5199,75.9184,77.1478,78.3381,78.7866,78.185
FX84-175_187,69.5295,69.5344,69.7179,69.9931,71.0321,72.2283,73.5183,74.7978,76.054,77.0426,77.8809,78.1102,77.5531
FX84-175_188,69.9822,70.0198,70.1563,70.4365,71.5064,72.6956,74.0087,75.3629,76.5319,77.4684,78.1512,78.3027,77.7042
FX84-175_189,70.9667,71.1781,71.4363,71.7469,73.0041,74.3179,75.7318,77.0463,78.15,79.067,79.8139,79.9574,79.4114
FX84-175_190,70.3987,70.5213,70.7097,70.9854,72.034,73.2427,74.664,75.9606,77.2764,78.362,79.1195,79.37,78.9507
FX84-175_191,69.3776,69.3709,69.5135,69.7607,70.7462,71.864,73.1508,74.4562,75.7502,76.811,77.7692,78.0945,77.4999
FX84-175_192,70.2266,70.2897,70.458,70.7128,71.7738,72.9573,74.3506,75.6618,76.9449,78.021,78.839,79.1131,78.6213
FX84-175_193,69.724,69.7653,69.9228,70.2051,71.24,72.4492,73.7454,75.0428,76.2526,77.1992,77.9002,78.089,77.5209
FX84-175_194,69.3958,69.3506,69.4643,69.6434,70.6,71.6934,72.8076,74.3219,75.8787,77.9789,79.6054,79.8272,79.0393
FX84-175_195,70.1381,70.2127,70.3761,70.6005,71.6317,72.783,74.1245,75.3553,76.7667,77.8965,78.9583,79.4458,79.2156
FX84-175_196,69.5609,69.5081,69.6042,69.7719,70.7341,71.805,72.9917,74.4133,75.8234,77.395,79.019,79.5553,78.8871
FX84-175_197,70.2051,70.2815,70.449,70.6791,71.7054,72.8596,74.1614,75.3542,76.8166,78.1146,79.1625,79.7984,79.6493
FX84-175_198,69.693,69.7184,69.9087,70.1922,71.2456,72.4606,73.7622,74.9831,76.1695,77.0158,77.6644,77.7462,77.1029
FX84-175_199,69.4769,69.4933,69.6487,69.8955,70.951,72.1267,73.3392,74.9053,76.2167,77.7219,79.0969,79.5678,78.8668
FX84-175_200,69.6579,69.6248,69.7057,69.8601,70.7763,71.834,72.9757,74.3079,75.8622,78.2859,80.3755,80.7026,79.8756
FX84-175_201,70.0454,70.0469,70.185,70.3759,71.3952,72.532,73.7617,75.1539,76.4225,78.15,80.0325,80.8513,80.3112
FX84-175_202,70.0823,70.1284,70.3041,70.5978,71.6834,72.9006,74.2417,75.5542,76.7214,77.6445,78.256,78.37,77.7211
FX84-175_203,69.631,69.5553,69.6467,69.8631,70.7784,71.881,73.1204,74.4481,75.8538,77.1258,78.3578,78.8492,78.3507
FX84-175_204,70.0101,70.0161,70.1844,70.4163,71.4662,72.6632,73.9709,75.365,76.586,77.5905,78.3479,78.5941,78.0461
FX84-175_205,69.8856,69.8669,70.0056,70.2149,71.2377,72.3766,73.5844,75.0087,76.3404,77.6224,78.7334,79.4423,79.0934
FX84-175_206,69.4465,69.3813,69.4788,69.6584,70.6159,71.6682,72.8694,74.3149,75.8143,77.5729,79.1197,79.4728,78.7566
FX84-175_207,69.6907,69.6463,69.7515,69.9285,70.8896,71.9819,73.1467,74.4841,76.1944,78.2101,80.29,80.6677,79.8687
FX84-175_208,69.6211,69.5662,69.6811,69.8739,70.835,71.923,73.1935,74.5284,75.8662,77.0502,78.2132,78.569,78.0537
FX84-175_209,69.8598,69.8325,69.9029,70.0683,70.9766,72.0232,73.1633,74.4717,76.009,77.6607,79.4997,80.3372,79.7167
FX84-175_210,70.2231,70.2555,70.424,70.7178,71.7573,73.0129,74.4133,75.7072,76.9313,78.0163,78.7608,78.9766,78.4924
FX84-175_211,69.7811,69.8307,70.0459,70.3181,71.4372,72.64,73.9426,75.278,76.4297,77.3001,77.9613,78.083,77.4901
FX84-175_212,69.7165,69.7025,69.7587,69.8947,70.7831,71.8125,72.935,74.175,75.6746,78.3653,80.4736,80.8981,80.046
FX84-175_213,70.1114,70.1606,70.3036,70.515,71.485,72.5727,73.7731,75.1171,76.525,77.773,78.8854,79.5838,79.3056
FX84-175_214,69.523,69.467,69.585,69.7746,70.7161,71.7972,73.067,74.3592,75.7589,77.0086,78.2318,78.6697,78.1123
FX84-175_215,70.9504,71.1296,71.4397,71.7675,72.9985,74.3333,75.7941,77.0865,78.1687,79.1225,79.7639,80.0702,79.6672
FX84-175_216,70.1083,70.1441,70.2935,70.5101,71.5333,72.6789,73.9384,75.1867,76.7363,77.9066,79.0946,79.8597,79.5854
FX84-175_217,70.6875,70.8773,71.0684,71.3552,72.4923,73.8706,75.2072,76.4309,77.6281,78.699,79.5511,79.911,79.6434
FX84-175_218,69.5978,69.6417,69.7897,70.0494,71.072,72.2568,73.512,74.8007,76.0099,76.9629,77.7179,77.9589,77.3924
FX84-175_219,70.045,70.0602,70.2291,70.4642,71.5072,72.6784,73.9906,75.3426,76.6481,77.6896,78.5,78.8009,78.3513
FX84-175_220,69.6846,69.6526,69.7462,69.9285,70.8972,71.9929,73.1608,74.498,76.1035,78.4485,80.3719,80.7372,79.9153
FX84-175_221,69.946,69.9438,70.0674,70.2727,71.2709,72.4203,73.6193,75.0479,76.3775,77.5632,78.7836,79.3445,78.9845
FX84-175_222,70.1129,70.2515,70.4673,70.8053,71.9188,73.1361,74.5159,75.7834,76.9232,77.8543,78.4847,78.5888,78.0223
FX84-175_223,70.0407,70.0866,70.2091,70.4146,71.369,72.4542,73.6362,74.9609,76.381,77.6721,78.9216,79.6132,79.3988
FX84-175_224,69.7762,69.7674,69.9022,70.1198,71.1479,72.3114,73.4872,74.869,76.2791,77.6736,79.1321,79.7903,79.3068
FX84-175_225,70.1233,70.1679,70.3894,70.7061,71.8202,73.061,74.444,75.7151,76.8443,77.6801,78.2594,78.2613,77.5651
FX84-175_226,69.5768,69.5285,69.6108,69.7886,70.7332,71.8245,72.9737,74.3982,75.8131,77.375,79.0647,79.6546,79.0107
FX84-175_227,70.4765,70.5161,70.6605,70.8909,71.9041,73.0532,74.3593,75.5974,77.0874,78.1782,79.1604,79.707,79.4747
FX84-175_228,70.7929,70.8675,71.0493,71.3245,72.4103,73.6911,75.0514,76.3357,77.6534,78.707,79.4003,79.634,79.2284
FX84-175_229,70.2013,70.2329,70.401,70.6355,71.693,72.884,74.255,75.4432,76.9504,78.0128,79.0741,79.5921,79.3736
FX84-175_230,69.2594,69.2232,69.3259,69.5039,70.4271,71.5071,72.6876,74.2074,75.8817,78.2936,79.5985,79.6116,78.8031
FX84-175_231,69.5906,69.56,69.6876,69.8984,70.8847,72.005,73.2136,74.5673,76.1862,78.1253,80.0073,80.339,79.5422
FX84-175_232,69.5386,69.4738,69.5531,69.6985,70.601,71.627,72.7824,74.075,75.9966,78.6126,80.4381,80.5097,79.6407
FX84-175_233,69.945,69.9574,70.0569,70.2521,71.207,72.3322,73.5175,74.9099,76.2667,77.4894,78.6617,79.2423,78.8553
FX84-175_234,70.9604,71.099,71.3446,71.6764,72.9282,74.236,75.6212,76.9263,78.139,79.0523,79.6336,79.6895,79.0639
FX84-175_235,70.0584,70.0749,70.1724,70.349,71.2591,72.2958,73.4235,74.7941,76.1248,77.503,78.8763,79.6191,79.3646
FX84-175_236,70.0883,70.1001,70.2368,70.4392,71.4665,72.6064,73.8402,75.1788,76.5566,78.134,79.5436,80.4974,80.0949
FX84-175_237,69.5425,69.5139,69.6852,69.8923,70.9048,72.0584,73.2985,74.6329,75.9745,77.1817,78.2455,78.6102,78.0893
FX84-175_238,70.5552,70.6516,70.9024,71.2003,72.323,73.6486,74.9887,76.3044,77.4827,78.4152,79.0378,79.1009,78.4988
FX84-175_239,70.1953,70.2394,70.3794,70.5945,71.6149,72.7681,74.0589,75.2617,76.6117,78.13,79.4778,80.3477,80.1345
FX84-175_240,69.3083,69.3054,69.4357,69.6523,70.6389,71.7496,73.0076,74.3794,75.7583,77.0359,78.2498,78.593,77.9317
FX84-175_241,70.0619,70.1071,70.2493,70.4532,71.4562,72.5703,73.7954,75.0396,76.5494,77.8613,79.0578,79.7819,79.5891
FX84-175_242,69.6567,69.6776,69.8329,70.1,71.1352,72.3129,73.6204,74.8897,76.1452,77.1139,77.8538,78.0677,77.5012
FX84-175_243,69.881,69.869,69.9991,70.2205,71.2358,72.3832,73.6457,74.9762,76.4591,77.7877,79.2287,79.9455,79.4886
FX84-175_244,69.6047,69.5416,69.6182,69.7585,70.6717,71.703,72.8352,74.1428,76.0079,78.4698,80.4193,80.5791,79.7269
FX84-175_245,69.5535,69.5152,69.6499,69.8886,70.8832,72.0569,73.312,74.6726,76.0423,77.3694,78.4944,79.0409,78.5405
FX84-175_246,69.845,69.8284,69.9126,70.0732,70.9646,72.0026,73.1967,74.5286,75.8782,77.3392,78.9123,79.6111,79.1649
FX84-175_247,69.8893,69.9051,70.0104,70.1997,71.1337,72.2136,73.3808,74.7664,76.1564,77.5544,78.9638,79.868,79.5244
FX84-175_248,70.555,70.6738,70.8759,71.1258,72.2069,73.4882,74.8129,76.0607,77.3308,78.4693,79.5081,80.089,79.8971
FX84-175_249,69.9807,69.9913,70.0894,70.2744,71.1896,72.2661,73.4442,74.8237,76.1832,77.4716,78.8036,79.5821,79.2288
FX84-175_250,69.5803,69.519,69.5673,69.7132,70.6019,71.6126,72.8306,74.2075,75.6085,77.1808,78.7387,79.2769,78.6463
FX84-175_251,70.0844,70.1285,70.2647,70.4723,71.447,72.5448,73.7456,75.0058,76.4905,77.734,78.9297,79.5936,79.4133
FX84-175_252,69.6944,69.6811,69.8506,70.1065,71.16,72.3555,73.6205,75.0143,76.2531,77.3501,78.2743,78.6668,78.1879
FX84-175_253,69.7543,69.7009,69.8208,70.0244,71.027,72.1514,73.3364,74.7682,76.2016,78.5111,80.4015,80.8476,80.001
FX84-175_254,69.5943,69.5807,69.7074,69.9132,70.8989,72.0308,73.1831,74.6452,76.0657,77.5957,79.2952,79.822,79.205
FX84-175_255,69.5756,69.5123,69.6347,69.8156,70.781,71.9097,73.2006,74.4936,75.8584,76.9759,77.9654,78.3195,77.7826
FX84-175_256,69.6666,69.6311,69.7013,69.8321,70.7162,71.7262,72.838,74.1477,75.7801,78.0912,80.14,80.5469,79.7737
FX84-175_257,69.8359,69.8043,69.95,70.1667,71.1892,72.3208,73.526,74.9212,76.3829,78.4297,80.2517,80.7812,80.008
FX84-175_258,69.3529,69.327,69.4509,69.6379,70.5965,71.6926,72.817,74.356,76.0347,78.2004,79.803,79.8803,79.0662
FX84-175_259,69.9129,69.9088,70.0903,70.3312,71.3927,72.6049,73.9193,75.2949,76.5197,77.5413,78.288,78.4994,78.0028
FX84-175_260,70.0436,70.0704,70.1832,70.3697,71.3011,72.369,73.5664,74.9296,76.2768,77.5179,78.7532,79.4301,79.0778
FX84-175_261,70.2114,70.2748,70.4384,70.6828,71.7518,72.9072,74.298,75.6272,76.9028,78.038,78.8067,79.1505,78.7124
FX84-175_262,70.098,70.1371,70.2534,70.4406,71.373,72.4222,73.5758,75.013,76.3133,77.6018,78.8603,79.5528,79.2257
FX84-175_263,70.321,70.4275,70.6178,70.8786,71.9335,73.1269,74.477,75.6882,77.0475,78.2966,79.1851,79.7122,79.4706
FX84-175_264,69.3787,69.3257,69.426,69.5985,70.5325,71.5886,72.7718,74.182,76.0812,78.5683,80.079,80.1005,79.2379
FX84-175_265,69.6302,69.5812,69.6499,69.7898,70.6759,71.6943,72.8336,74.2566,75.7286,77.6282,79.5378,80.1109,79.4149
FX84-175_266,69.9137,69.936,70.0329,70.2203,71.1486,72.213,73.3626,74.6204,76.1774,77.5963,79.1742,80.0236,79.6645
FX84-175_267,69.6719,69.602,69.6663,69.8127,70.7126,71.7679,72.9138,74.3072,75.7005,77.3599,78.9004,79.5226,78.9067
FX84-175_268,69.8064,69.7775,69.8851,70.1003,71.0888,72.2124,73.5004,74.8174,76.1641,77.3283,78.3043,78.6913,78.2359
FX84-175_269,68.9812,68.9922,69.1121,69.3309,70.2816,71.364,72.7039,74.1045,75.4896,77.0645,78.1243,78.2496,77.5037
FX84-175_270,70.1191,70.1951,70.3545,70.5812,71.5596,72.6551,73.8648,75.2567,76.615,77.8496,78.8689,79.4743,79.2492
FX84-175_271,69.7616,69.7432,69.8806,70.1087,71.1407,72.2947,73.5005,74.9225,76.292,77.6582,79.0632,79.7053,79.2248
FX84-175_272,69.1866,69.1871,69.3072,69.5466,70.472,71.5476,72.8164,74.2491,75.7583,77.3808,78.6406,78.8284,78.0637
FX84-175_273,70.7252,70.8551,71.0372,71.2906,72.3623,73.6509,75.0333,76.3372,77.4749,78.6139,79.481,79.7741,79.5606
FX84-175_274,69.6118,69.5539,69.6528,69.8663,70.7903,71.8879,73.131,74.4603,75.8517,77.113,78.3371,78.8319,78.3246
FX84-175_275,69.8735,69.8566,69.97,70.2024,71.2241,72.3507,73.6182,75.0415,76.316,77.5075,78.6529,79.1397,78.7512
FX84-175_276,69.8779,69.8598,70.0115,70.2357,71.2663,72.4555,73.755,75.1329,76.3499,77.4051,78.2216,78.541,78.001
FX84-175_277,69.4742,69.4268,69.5517,69.7452,70.7225,71.8392,73.0042,74.5099,76.032,77.9488,79.5958,79.9515,79.1545
FX84-175_278,70.3378,70.4584,70.6908,70.9015,71.9499,73.1723,74.5568,75.8114,77.2034,78.3381,79.611,80.6906,80.4437
FX84-175_279,69.3869,69.3669,69.49,69.6967,70.6728,71.7097,72.905,74.364,75.8379,77.5594,79.0957,79.4421,78.6801
FX84-175_280,70.4781,70.574,70.7518,71.0224,72.0572,73.237,74.5979,75.9284,77.283,78.3685,79.1547,79.4494,79.1136
FX84-175_281,70.3352,70.3945,70.5766,70.8743,71.9777,73.2672,74.6233,75.9231,77.1601,78.2229,78.9257,79.134,78.6883
FX84-175_282,69.5562,69.5301,69.6826,69.9038,70.9189,72.0852,73.2588,74.6942,76.2178,78.0309,79.8294,80.1896,79.4111
FX84-175_283,69.8099,69.766,69.837,69.9951,70.9253,71.9495,73.1705,74.5023,75.8701,77.1845,78.5899,79.1082,78.6326
FX84-175_284,70.0558,70.082,70.2192,70.4105,71.3948,72.4999,73.6994,74.9868,76.4264,77.811,79.2109,80.1752,79.8552
FX84-175_285,69.461,69.464,69.6,69.8541,70.8527,72.0207,73.3037,74.5848,75.8148,76.8243,77.6124,77.8501,77.2894
FX84-175_286,69.9744,69.9868,70.1292,70.3306,71.3446,72.4893,73.7199,74.9858,76.5038,77.7254,79.0255,79.8711,79.5406
FX84-175_287,69.7891,69.8139,69.9976,70.2942,71.3633,72.5684,73.8545,75.0984,76.2374,77.0897,77.694,77.7535,77.1194
FX84-175_288,69.6032,69.569,69.6899,69.9091,70.8906,71.987,73.2157,74.6306,75.986,77.3954,78.6812,79.2759,78.7237
FX84-175_289,69.4316,69.3762,69.4792,69.6547,70.6013,71.6808,72.8072,74.3277,75.8941,77.9993,79.5993,79.7941,79.0196
FX84-175_290,69.9134,69.9263,70.0485,70.2411,71.2246,72.3541,73.5926,74.9298,76.3123,77.6354,78.8404,79.642,79.3176
FX84-175_291,70.2302,70.3274,70.5005,70.7396,71.773,72.9491,74.3562,75.5741,76.9773,78.0594,78.9611,79.3483,79.0277
